Tweet,Author,Date
The New York Islanders have also outscored the Toronto Maple Leafs 10-1 this season :) hope you have enjoyed these exclusive statistics at 2am,"regina phalange, a pitcher and catcher",2019-03-01 06:48:07
The New York Islanders are still in first place and Robin Lehner still leads the league in both GAA and save % :),"regina phalange, a pitcher and catcher",2019-03-01 06:47:15
"Islanders score six, surge past Maple Leafs in Tavares return https://t.co/6G1N887Dwo via @NHLdotcom",rob jannetty,2019-03-01 06:40:39
I think people need to re-read this... https://t.co/kC9wQiL1pp,Caroline Cuneo,2019-03-01 06:36:52
"Islanders score six, surge past Maple Leafs in Tavares return https://t.co/cEJBydd5JY via @NHLdotcom",kitty cat,2019-03-01 06:36:09
"New York Islanders: Would you look at that, the Islanders don't need “him"" - National Hockey League News - https://t.co/nto3oQmgpz https://t.co/yOyYw38yJS",NY Sports News,2019-03-01 06:35:45
RT @CapitalsPR: GAME NOTES: The Capitals hit the road against the New York Islanders tomorrow night. https://t.co/d0YJnMja5W https://t.co/w…,Niki Berrington,2019-03-01 06:26:56
"""Him"".....Love it...
#Isles https://t.co/9SyOsWXi7b",Steve   🇺🇸,2019-03-01 06:25:16
"RT @eyesonislesFS: Tonight couldn’t have gone any better #Isles 

https://t.co/eKRQDNQFgN",Greg,2019-03-01 06:24:17
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Rebeccaaa 👽,2019-03-01 06:21:42
"RT @jonassiegel: “I know it’s obviously one that’s kinda been marked on his calendar.”

And now it’s over. John Tavares can finally turn th…",Joel Fjormes,2019-03-01 06:21:24
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Gillette,2019-03-01 06:20:36
You’ve likely already read about the #Isles and their win tonight. But this is a story that’s been a long time coming for reasons that might surprise you:  https://t.co/AGwAfh23e2,Empire Writes Back,2019-03-01 06:19:02
"Washington Capitals 3 New York Islanders 2,Brooklyn Nets 100 Charlotte Hornets 95,Toronto Raptors 111 Portland Trail Blazers 104,Buffalo Bulls 53 Miami (OH) RedHawks 50,Winnipeg Jets 4 Nashville Predators 2.",wade bruce,2019-03-01 06:18:19
"These are the kind of games, the kind of moment that make me love what I do. Much like the fans stay loyal no matter what,  i always stick through and cover this team good or bad, finally, I wrote about the #isles, not “him:”  https://t.co/SQevCpgCSE",John Carroll Jr.,2019-03-01 06:17:53
"RT @KPapetti: Dear Leo, 

For 5 years you were part of the Leafs, and many of those years you were the assistant captain. 

I'll never forg…",Martin Brown,2019-03-01 06:17:28
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Frank F,2019-03-01 06:16:47
The New York Islanders: fifth last in possession and first in PDO. They’re definitely not poised for a fat regression.,Mark,2019-03-01 06:11:42
RT @Antcarcerano: This is absolutely a disgrace. New York Islanders fans you should be ashamed of yourselves https://t.co/RSCkMjwKQA,TSchmiddy30,2019-03-01 06:11:28
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",Bobby F 🤙🏻,2019-03-01 06:09:40
"RT @Deadspin: Islanders fans treat John Tavares to ""asshole"" chants, hail of plastic snakes in return to New York: https://t.co/0FSrVRsSJm…",Bobby F 🤙🏻,2019-03-01 06:08:31
"“I know it’s obviously one that’s kinda been marked on his calendar.”

And now it’s over. John Tavares can finally turn the page on the New York Islanders. https://t.co/iZkFcRapYE",Jonas Siegel,2019-03-01 06:07:27
New York Islanders fan base are terrible piece of shit fans 😂😂😂 like your team is going anywhere,azzurro990,2019-03-01 06:06:32
"John Tavares can finally turn the page on the New York Islanders. @jonassiegel files from Long Island:
https://t.co/ce0P6kI7RA",The Athletic,2019-03-01 06:05:24
New york islanders fans are bunch of classless clowns a guy gives you a decade of his carrer with a management team thats a complete joke most of the time. Islanders even now you dont have a real home to play in and... https://t.co/ci8Mq9NwUM,dave whitehouse,2019-03-01 06:04:55
"RT @KPapetti: Dear Leo, 

For 5 years you were part of the Leafs, and many of those years you were the assistant captain. 

I'll never forg…",Hossey,2019-03-01 06:03:51
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Mitch,2019-03-01 06:02:40
RT @NYIslesNation: I love my New York Islanders,John Oleon,2019-03-01 06:00:49
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Daniel Gershoff,2019-03-01 06:00:38
"NHL 
2-1 
New York Islanders ✓ 

Boston Bruins ✓ 

Florida Panthers X",Gamestat254,2019-03-01 05:59:13
Wow New York Islanders fans you got some real class I would even say the Islanders fans are the best in the league.,🥍🏈🏒avalanchefan🏒🏈🥍,2019-03-01 05:58:25
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",its landooo,2019-03-01 05:56:48
"✅ FINAL SCORE | NHL, Regular Season: 
▪️ #TOR @ #NYI 1-6
📋 NYI: Luca Sbisa was a healthy scratch.
------
https://t.co/XYtGPGH9YG",swisshockeynews.ch,2019-03-01 05:55:13
RT @kuklaskorner: Video- The New York islanders Pay Tribute To John Tavares: #FEBRUARY28 #TORvsNYI 1st period John Tavares video tribute ht…,⚠️Guy On The Couch⚠️,2019-03-01 05:52:23
RT @FrankieBorrelli: THE NEW YORK ISLANDERS LEAD THE JOHN TAVARES-LED MAPLE LEAFS 4-1 IN THE SECOND PERIOD! THE COLI IS SHAKING,DubH,2019-03-01 05:50:50
Has anyone ever received as hateful a treatment in a sports arena as John Tavares did in his return to the New York Islanders today?,Lucas,2019-03-01 05:50:24
"Unpopular opinion (I guess?): Maybe if the New York Islanders entire franchise wasn't fucking garbage, JT would have wanted to stay. 🤷‍♂️",Brian,2019-03-01 05:48:13
"RT @SInow: Eight months ago Barry Trotz was the new guy in town, but now he's the hero responsible for the Islanders' turnaround. 

@alex_p…",ginoooo,2019-03-01 05:46:22
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Barzal Bob Ross,2019-03-01 05:40:33
"Predicted: the New York Islanders to beat Toronto 7-5. Actual: the Islanders played Toronto 6-1. It was like a spirit of 80's hockey took over and the teams got possessed by the ghosts of 1980's players, I mean the energy they expended in the game, not to imply they died",LarryJW,2019-03-01 05:40:16
RT @trump_nhl: Liddle Mikey O'Connor is attacking fans of the New York Islanders after Pajama Robot Boy LOST and badly failed tonight. The…,NY BarDown Hockey,2019-03-01 05:38:44
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Ryan,2019-03-01 05:37:17
New York Islanders 3 Takeaways from 6-1 Toronto Maple Leafs Win #Islanders  https://t.co/W4b4BrdVQ2 https://t.co/xY6Jj90pGm,Islanders Report,2019-03-01 05:35:55
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",💙🧡,2019-03-01 05:34:18
"RT @Kschwenky: I have never been prouder of this  goddamn team

THE NEW YORK FUCKING ISLANDERS BABY!",Felicia Pisarz-Kraft,2019-03-01 05:33:02
RT @GunnerStaal: Are the Islanders still located anywhere near New York without John Tavares keeping them relevant for all those years?,Casey,2019-03-01 05:31:43
"RT @SInow: Eight months ago Barry Trotz was the new guy in town, but now he's the hero responsible for the Islanders' turnaround. 

@alex_p…",Teegan Rowe,2019-03-01 05:31:21
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",simran mikhail,2019-03-01 05:29:11
@MapleLeafs The New York Islanders will probably win a couple before the Toronto Maple leafs win one no matter how much you spend asshole's you will not win the Stanley Cups because it is won with heart not by buying it your doing just like the Rangers tried.,Joshua Kacik,2019-03-01 05:27:58
"RT @eyesonislesFS: Tonight couldn’t have gone any better #Isles 

https://t.co/eKRQDNQFgN",Gregory Vourloumis,2019-03-01 05:24:33
@MapleLeafs The Toronto Maple leafs are the biggest losers they really thought John Tervares was that good to give him 77 million dollars over seven years they are really foolish they trying to buy their Stanley Cup not earned it the New York Islanders first.,Joshua Kacik,2019-03-01 05:24:21
"RT @Deadspin: Islanders fans treat John Tavares to ""asshole"" chants, hail of plastic snakes in return to New York: https://t.co/0FSrVRsSJm…",K,2019-03-01 05:20:33
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Sam Cammarata,2019-03-01 05:20:16
never seen such a bad fanbase until the New York Islanders came along,Lucy♡,2019-03-01 05:19:54
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",Dave,2019-03-01 05:19:08
"Islanders score six, surge past Maple Leafs in Tavares return
Sent with @NHL https://t.co/hRiMcA7n4L",Sam Carchidi,2019-03-01 05:16:54
RT @PPPLeafs: The Islanders won their Stanley Cup tonight. https://t.co/Jjhol05H26,Not Ray Wareham 2.0,2019-03-01 05:13:47
New York Islanders Casey Cizikas’ Scoring Continues #Isles  https://t.co/JdnjcFpS9s https://t.co/G73czFobIW,Islanders Report,2019-03-01 05:13:46
@NYIslanders What a great game I'm so proud of this team they are relentless this team can win the Stanley Cup this year also I am glad they made John Tervares look like the asshole that he really is the New York Islanders will win a Stanley Cup he will.,Joshua Kacik,2019-03-01 05:12:57
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",Gabriella Josè,2019-03-01 05:12:25
RT @NYIslesNation: I love my New York Islanders,Logan Middleton,2019-03-01 05:12:04
@Kschwenky Hi I’m Steve and I love the New York Islanders,Steven Manganello,2019-03-01 05:11:39
"The New York Islanders run over the Toronto Maple Leafs at home, winning by a score of 6-1!🏒🔥 https://t.co/ET2edV0yCW",The Rundown,2019-03-01 05:11:37
"RT @SInow: Eight months ago Barry Trotz was the new guy in town, but now he's the hero responsible for the Islanders' turnaround. 

@alex_p…",C. J. Martinez,2019-03-01 05:10:54
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Joe Knipe,2019-03-01 05:10:48
"Goodnight, I love the New York Islanders. Stars, if you could stop being bad so I can wake up to good news tomorrow that’d be great, but I don’t have high expectations",reenah 🦁,2019-03-01 05:09:51
"RT @Deadspin: Islanders fans treat John Tavares to ""asshole"" chants, hail of plastic snakes in return to New York: https://t.co/0FSrVRsSJm…",JRH,2019-03-01 05:09:20
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",patrick,2019-03-01 05:08:57
These New York Islanders fans are salty. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/g0b6XV7AyU,Jamal Givens,2019-03-01 05:08:49
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",JRH,2019-03-01 05:06:05
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",jake (NYI 37-19-7)(NYK 13-49)(PHX 12-50),2019-03-01 05:06:04
RT @NYIslesNation: I love my New York Islanders,Manny Morales,2019-03-01 05:04:49
"Thursday 02-28-2019  
Free NHL Picks  

Pick: New York Islanders Moneyline (-125) (WIN)
Pick: Columbus Blue Jackets Moneyline (-180) (WIN)
Best Free NHL Pick: Edmonton Oilers Moneyline (-140) (WIN)
Pick: Arizona Coyotes Moneyline (-170) (WIN)
https://t.co/dY4YqcKTz3",Sports Bet Free,2019-03-01 05:04:14
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",bates,2019-03-01 05:02:57
New York Islanders: John Tavares’ Return Was Perfect https://t.co/T9ObaKXcjc,Billy Tucci,2019-03-01 05:02:19
RT @sahyder1: Just got around to watching this ridiculous @News12LI “Dear John” video. These New York Islanders fans should be embarrassed.…,Crapface McPatterson 🏒 🥅🚨,2019-03-01 05:02:08
"Get the best varicose and spider vein specialist in new York city. call us today.
visit our website : https://t.co/gBkNzFC51s
#NewYorkCity #stemcells #america  #HospitalInNYC #NYCclinics #Health #HTGAWM #DragRace #AMillionLittleThings #Islanders #TheOrville #TheRapGame https://t.co/ZuLp2bRtLK",Marie Lester,2019-03-01 05:00:46
"Stem cell therapy is one of several non-surgical treatments for arthritis pain.
Call Us (646) 933-0764
More: https://t.co/Ey7LxCvqv7 #HTGAWM #DragRace #Laurel #Jhene #TobiasHarris #Annalise #AMillionLittleThings #Islanders #TheOrville
#TheRapGame https://t.co/xsEJzmB1ze",Jasmine  B. Cook,2019-03-01 04:59:09
RT @NYIslesNation: I love my New York Islanders,Michael Algios,2019-03-01 04:59:06
RT @NYIslesNation: I love my New York Islanders,Frankie Mammola,2019-03-01 04:58:25
New York Islanders fan base is so garbage.,Minh Nguyen,2019-03-01 04:57:47
RT @NYIslesNation: I love my New York Islanders,Sean Negron,2019-03-01 04:57:15
"RT @NYIslanders: Tonight at the Coli. #LGI 

🆚 🍁
📝 https://t.co/tK3LEgDp20
🎟 https://t.co/JPI86E9SJv
🕖 7pm
📺📲 MSG+ | https://t.co/e0p3uViv2…",Generator,2019-03-01 04:56:24
"Rotator cuff tears are the most common injury of the shoulder, and due to the complexity of this joint, surgery is difficult, painful, and can require lengthy therapy.
More: https://t.co/XDrsqG3B1h #HTGAWM #DragRace #Laurel #TobiasHarris #Annalise #AMillionLittleThings #Islanders https://t.co/MGkzz9nMqh",Lauren W. Weatherly,2019-03-01 04:55:33
"RT @SInow: Eight months ago Barry Trotz was the new guy in town, but now he's the hero responsible for the Islanders' turnaround. 

@alex_p…",Young Ideas,2019-03-01 04:52:31
@Kschwenky Hi I'm Danny and I love the New York Islanders,Bageloid,2019-03-01 04:52:04
"RT @eyesonislesFS: Tonight couldn’t have gone any better #Isles 

https://t.co/eKRQDNQFgN",Shannon Myles,2019-03-01 04:51:28
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Purify16,2019-03-01 04:50:59
Hi I’m Kerry and I love the New York Islanders,kerry,2019-03-01 04:50:51
"RT @KPapetti: Dear Leo, 

For 5 years you were part of the Leafs, and many of those years you were the assistant captain. 

I'll never forg…",Rachael Bishop,2019-03-01 04:50:49
New York Islanders Casey Cizikas' Scoring Continues - National Hockey League News - https://t.co/CQz6ArEiuJ https://t.co/ksQaAl9Mo0,NY Sports News,2019-03-01 04:50:42
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Patrick,2019-03-01 04:50:26
RT @NYIslesNation: I love my New York Islanders,Niko,2019-03-01 04:47:44
"New York Islanders: John Tavares’ Return Was Perfect
https://t.co/2wwpHJhUEg
+1 IHeartNYCBot #NYIslanders #NHL",NY Islanders PLOW,2019-03-01 04:47:38
RT @NYIslesNation: I love my New York Islanders,Dan Santaaa,2019-03-01 04:47:15
"RT @SI_NHL: The Islanders thought they lost their superstar last summer, but they've quickly found a new one in Barry Trotz, who has his ne…",House League Hockey All-Star,2019-03-01 04:46:44
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Bryan,2019-03-01 04:46:37
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",Brian Munguia,2019-03-01 04:46:09
RT @NYIslesNation: I love my New York Islanders,John Borkes,2019-03-01 04:44:45
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,The Bronze Back Gorilla,2019-03-01 04:43:46
Most memorable atmosphere ive ever been apart of. I fucking love the New York Islanders,Tyler,2019-03-01 04:43:46
"NHL SCORE:
Toronto Maple Leafs 1-6 New York Islanders
#torontomapleleafs #toronto #mapleleafs #leafs #leafsforever #nhlhockey #icehockey #hockey #nhl https://t.co/FFItFOxntz",The NHL Tracker,2019-03-01 04:43:03
New tip - Washington Capitals @ New York Islanders https://t.co/UZFFKu0RzQ #tipstrr,The IlliuminatiGroup,2019-03-01 04:42:00
RT @NYIslesNation: I love my New York Islanders,Fortch Daddy,2019-03-01 04:41:38
RT @NYIslesNation: I love my New York Islanders,Chris Ward,2019-03-01 04:40:56
"If the New York Islanders fans keep a frenzied positive explosive energy towards their team, the New York Islanders will win the Stanley Cup. I just watched the highlights and the energy was making me manic a little. It was the same type of energy as their dynasty era",LarryJW,2019-03-01 04:39:40
RT @trump_nhl: Liddle Mikey O'Connor is attacking fans of the New York Islanders after Pajama Robot Boy LOST and badly failed tonight. The…,Matthew Rizzuto,2019-03-01 04:39:06
"Cizikas helps Islanders beat Leafs 6-1 in Tavares’ return
https://t.co/v3P8MnUEAe

WJ Wire
New York Islanders fans express their sentiments tow... https://t.co/khELN3bWiT",Harley Thea,2019-03-01 04:38:21
RT @NYIslesNation: I love my New York Islanders,NickL,2019-03-01 04:37:52
RT @trump_nhl: Liddle Mikey O'Connor is attacking fans of the New York Islanders after Pajama Robot Boy LOST and badly failed tonight. The…,Brian,2019-03-01 04:36:15
RT @NYIslesNation: I love my New York Islanders,sam fristachi,2019-03-01 04:36:10
RT @NYIslesNation: I love my New York Islanders,Frankie DeVito,2019-03-01 04:34:52
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Leafs Lunch is Fake News,2019-03-01 04:34:48
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Sam,2019-03-01 04:34:39
"RT @SInow: Eight months ago Barry Trotz was the new guy in town, but now he's the hero responsible for the Islanders' turnaround. 

@alex_p…",Murphs56,2019-03-01 04:33:24
"RT @SI_NHL: The Islanders thought they lost their superstar last summer, but they've quickly found a new one in Barry Trotz, who has his ne…",Chris Wilson,2019-03-01 04:32:45
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",Suneet Mahandru,2019-03-01 04:31:36
"RT @trump_nhl: Sloppy Steve Dangle is crying so very loudly after watching his propaganda Toronto Maple Leafs LOSE BADLY to big, bad Barry…",Vikingstad,2019-03-01 04:31:08
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Nick Surges,2019-03-01 04:30:40
"RT @RoseTintedVisor: I love my stupid team in my obstructed view home borough, i love them in our asbestos dump. Ill love them in belmont.…",Griffin,2019-03-01 04:30:30
Man I love the New York Islanders with my whole heart,Jackie,2019-03-01 04:30:15
RT @NYIslesNation: I love my New York Islanders,Big City,2019-03-01 04:30:11
"Eight months ago Barry Trotz was the new guy in town, but now he's the hero responsible for the Islanders' turnaround. 

@alex_prewitt spent a day with the savior of ""the f------ island"" https://t.co/AoWT3BYqX3",Sports Illustrated,2019-03-01 04:30:08
"RT @SportsCentre: #Islanders fans shower boos on former captain John Tavares all night, and the team enjoys a 6-1 thumping of the #MapleLea…",Rowat,2019-03-01 04:29:13
"RT @eyesonislesFS: Tonight couldn’t have gone any better #Isles 

https://t.co/eKRQDNQFgN",jb,2019-03-01 04:28:25
The New York Islanders have outscored the Toronto Maple Leafs 10-1 this season,Shawwn,2019-03-01 04:28:08
"RT @eyesonislesFS: Casey Cizikas has 7 goals in the last 12 games, and 18 on the season. #Isles 

https://t.co/ffwrzQroL9",Ian Miniero,2019-03-01 04:27:32
RT @FrankieBorrelli: THE NEW YORK ISLANDERS WIN THE GODDAMN HOCKEY GAME! THIS TEAM JUST CONTINUES TO PROVE PEOPLE WRONG! WHAT AN UNBELIEVAB…,Riley Thomas,2019-03-01 04:27:09
RT @trump_nhl: Liddle Mikey O'Connor is attacking fans of the New York Islanders after Pajama Robot Boy LOST and badly failed tonight. The…,SherminatorGaming,2019-03-01 04:27:03
RT @trump_nhl: Liddle Mikey O'Connor is attacking fans of the New York Islanders after Pajama Robot Boy LOST and badly failed tonight. The…,Barry Trotz da Gawd,2019-03-01 04:25:44
"Casey Cizikas has 7 goals in the last 12 games, and 18 on the season. #Isles 

https://t.co/ffwrzQroL9",Eyes on Isles,2019-03-01 04:25:07
"Casey Cizikas has 7 goals in the last 12 games, and 18 on the season. #Isles 

https://t.co/V1xHjL7NOx",Matt O'Leary,2019-03-01 04:25:02
